             angle (deg)             energy (J/mol)
           0.0000000000           56.4298683584
          10.0000000000          643.5914057425
          20.0000000000         2423.3416202138
          30.0000000000         5188.6020870473
          40.0000000000         8647.7007759846
          50.0000000000        11902.8322573107
          60.0000000000        13451.8981777894
          70.0000000000        12487.1766332909
          80.0000000000         9582.5467574454
          90.0000000000         5991.3119116728
         100.0000000000         2798.9823869315
         110.0000000000          723.3619678515
         120.0000000000            0.0000000000
         130.0000000000          663.6791050953
         140.0000000000         2589.4832512674
         150.0000000000         5622.7915006378
         160.0000000000         9177.1722048248
         170.0000000000        12271.6362224658
         180.0000000000        13465.5691555917
         190.0000000000        12260.5986210807
         200.0000000000         9327.3560477060
         210.0000000000         5816.5560156454
         220.0000000000         2732.6885154514
         230.0000000000          716.5461702149
         240.0000000000           22.2589877567
         250.0000000000          664.1516951462
         260.0000000000         2492.5156650251
         270.0000000000         5348.5554148611
         280.0000000000         8925.2266129176
         290.0000000000        12102.1943380691
         300.0000000000        13504.8203784199
         310.0000000000        12348.6578863407
         320.0000000000         9372.3649918735
         330.0000000000         5795.3524788631
         340.0000000000         2708.9146143283
         350.0000000000          690.4749566842
         360.0000000000           35.0766780251
