             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000         1462.9442740693
          20.0000000000         5138.8514902843
          30.0000000000        10445.8504934933
          40.0000000000        16683.7939854425
          50.0000000000        22973.9009085285
          60.0000000000        28191.1944581633
          70.0000000000        31195.3570334984
          80.0000000000        31478.3911692356
          90.0000000000        29429.2200358464
         100.0000000000        25932.3929140128
         110.0000000000        21943.9015611444
         120.0000000000        18247.9040201045
         130.0000000000        15391.3864291242
         140.0000000000        13667.8822981739
         150.0000000000        13150.1521045525
         160.0000000000        13751.0318786843
         170.0000000000        15281.6641645407
         180.0000000000        17508.0197814619
         190.0000000000        20269.9406124231
         200.0000000000        23494.1384545635
         210.0000000000        27107.7084275298
         220.0000000000        30944.4196336203
         230.0000000000        34628.3083693188
         240.0000000000        37481.2762844208
         250.0000000000        38847.3186097964
         260.0000000000        38464.2161724421
         270.0000000000        36491.1897858466
         280.0000000000        33402.9061950291
         290.0000000000        29520.5506739580
         300.0000000000        25052.5380269808
         310.0000000000        20170.6652118849
         320.0000000000        14963.0151231789
         330.0000000000         9597.9426886202
         340.0000000000         4631.5707860309
         350.0000000000         1121.2170890019
         360.0000000000           32.9789037352
