             angle (deg)             energy (J/mol)
           0.0000000000           63.8889135228
          10.0000000000          502.0402062890
          20.0000000000         2176.5498844980
          30.0000000000         4729.5859468314
          40.0000000000         7511.1376402255
          50.0000000000         9619.3536399364
          60.0000000000        10351.7499529231
          70.0000000000         9498.1710684837
          80.0000000000         7503.6943481921
          90.0000000000         4943.0679657465
         100.0000000000         2534.6628141662
         110.0000000000          759.6437504020
         120.0000000000            0.0000000000
         130.0000000000          441.6957175511
         140.0000000000         2129.7293454836
         150.0000000000         4644.6011419267
         160.0000000000         7353.7678042622
         170.0000000000         9506.4728991444
         180.0000000000        10373.1530278231
         190.0000000000         9708.0220212886
         200.0000000000         7843.4209023325
         210.0000000000         5399.2406896883
         220.0000000000         2951.9020006864
         230.0000000000         1027.4211064778
         240.0000000000           51.4860521731
         250.0000000000          436.6810128731
         260.0000000000         2090.4571187294
         270.0000000000         4752.4855564946
         280.0000000000         7576.3498057118
         290.0000000000         9662.7925352267
         300.0000000000        10363.6040847850
         310.0000000000         9563.2152019652
         320.0000000000         7630.3300827888
         330.0000000000         5149.6029120771
         340.0000000000         2712.9001230512
         350.0000000000          866.4753396168
         360.0000000000           53.1558700346
