             angle (deg)             energy (J/mol)
           0.0000000000           44.7201390286
          10.0000000000          590.2675036284
          20.0000000000         2218.0616628260
          30.0000000000         4703.8954307090
          40.0000000000         7582.2991884540
          50.0000000000        10099.7807316179
          60.0000000000        11261.9608694599
          70.0000000000        10294.5219326163
          80.0000000000         7822.9288759494
          90.0000000000         4893.0942015423
         100.0000000000         2338.7611423395
         110.0000000000          656.5324945425
         120.0000000000           32.8056207116
         130.0000000000          510.2606464194
         140.0000000000         2096.2778519213
         150.0000000000         4591.3586302683
         160.0000000000         7557.4882147357
         170.0000000000        10163.4491031717
         180.0000000000        11266.5896257108
         190.0000000000        10143.4953042388
         200.0000000000         7534.3444335561
         210.0000000000         4578.2075014624
         220.0000000000         2073.5436486415
         230.0000000000          501.4205884577
         240.0000000000           34.3126575871
         250.0000000000          676.1659825221
         260.0000000000         2359.1612762292
         270.0000000000         4893.6350544646
         280.0000000000         7821.8261660296
         290.0000000000        10301.7525592462
         300.0000000000        11278.5225225563
         310.0000000000        10088.5698472092
         320.0000000000         7548.0469172474
         330.0000000000         4652.5984144668
         340.0000000000         2175.8751310812
         350.0000000000          559.7460677401
         360.0000000000            0.0000000000
