             angle (deg)             energy (J/mol)
           0.0000000000           35.3523555797
          10.0000000000          249.3279685463
          20.0000000000          945.9465949223
          30.0000000000         2078.5320983747
          40.0000000000         3394.6452928702
          50.0000000000         4525.1645278470
          60.0000000000         5058.4928160837
          70.0000000000         4741.8654096496
          80.0000000000         3695.7664971078
          90.0000000000         2340.9770642167
         100.0000000000         1081.2701086070
         110.0000000000          293.3733541581
         120.0000000000           34.6881041259
         130.0000000000          224.3095803687
         140.0000000000          930.2093487937
         150.0000000000         2107.3679632705
         160.0000000000         3471.9400086784
         170.0000000000         4592.0753917610
         180.0000000000         5056.4239222107
         190.0000000000         4678.6039905982
         200.0000000000         3622.7959795044
         210.0000000000         2309.7940023466
         220.0000000000         1120.4294390165
         230.0000000000          327.6728843101
         240.0000000000           30.0829773477
         250.0000000000          176.4624709459
         260.0000000000          840.0838151328
         270.0000000000         1986.2825353299
         280.0000000000         3349.4656913004
         290.0000000000         4527.1126487352
         300.0000000000         5048.0407011689
         310.0000000000         4668.8476331008
         320.0000000000         3570.0024283496
         330.0000000000         2181.9085297512
         340.0000000000          975.5543568217
         350.0000000000          215.7163193208
         360.0000000000            0.0000000000
