             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          154.2481166625
          20.0000000000          567.6015632947
          30.0000000000         1123.0890704531
          40.0000000000         1686.7156270624
          50.0000000000         2129.0099586681
          60.0000000000         2325.6415194971
          70.0000000000         1125.2209763280
          80.0000000000          593.7620439212
          90.0000000000          318.3576108254
         100.0000000000          337.4003612414
         110.0000000000          676.7042100469
         120.0000000000         1245.9808422965
         130.0000000000         1913.6664601901
         140.0000000000         2504.7032354246
         150.0000000000         1235.2320458265
         160.0000000000         1738.8554286518
         170.0000000000         2132.4572399408
         180.0000000000         2341.0610802192
         190.0000000000         1149.2127940227
         200.0000000000          590.5641851836
         210.0000000000          261.9014872984
         220.0000000000          250.9636548975
         230.0000000000          566.1522874768
         240.0000000000         1161.3583562717
         250.0000000000         1886.8443537310
         260.0000000000         2525.1296242591
         270.0000000000         2862.1361605078
         280.0000000000         2789.2654120379
         290.0000000000         2347.6143278109
         300.0000000000         1715.1602924376
         310.0000000000         1068.7359723094
         320.0000000000          551.0504123105
         330.0000000000          270.1639354300
         340.0000000000          285.0137625890
         350.0000000000          599.5617731125
         360.0000000000         1173.6456956555
