             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000         1258.5044765565
          20.0000000000         4157.3057427191
          30.0000000000         7968.9854329730
          40.0000000000        12407.0516285691
          50.0000000000        17024.9934449482
          60.0000000000        11799.9467944390
          70.0000000000        12194.1472196333
          80.0000000000        13906.9786936998
          90.0000000000        16213.1258768052
         100.0000000000        18710.9476770447
         110.0000000000        21176.4023151131
         120.0000000000        23548.7436005653
         130.0000000000        25842.0022049096
         140.0000000000        27780.6161647845
         150.0000000000        28277.0404270181
         160.0000000000        26724.2095397108
         170.0000000000        25111.1444348366
         180.0000000000        23431.7198209338
         190.0000000000        21685.9960846066
         200.0000000000        20060.5596241971
         210.0000000000        18764.1691846278
         220.0000000000        17985.3855401485
         230.0000000000        17921.0109092143
         240.0000000000        18723.0564823859
         250.0000000000        20442.2442916970
         260.0000000000        22948.9008989540
         270.0000000000        25832.5661583654
         280.0000000000        28149.3728708450
         290.0000000000        28691.8273966356
         300.0000000000        28909.7780163622
         310.0000000000        28893.4710366705
         320.0000000000        28669.0301812794
         330.0000000000        28330.7450265405
         340.0000000000        27855.2249942859
         350.0000000000        27292.5357410636
         360.0000000000        26476.9110826576
