             angle (deg)             energy (J/mol)
           0.0000000000           26.5910625270
          10.0000000000          275.1576361820
          20.0000000000          681.4301096606
          30.0000000000         1167.7514484241
          40.0000000000         1683.1895805822
          50.0000000000         2197.7954294308
          60.0000000000         2700.2845962234
          70.0000000000         3177.3011635398
          80.0000000000         3603.0811010690
          90.0000000000         3957.9279089789
         100.0000000000         4245.5041594924
         110.0000000000         4502.0680056128
         120.0000000000         4775.4980628010
         130.0000000000         5107.6736793584
         140.0000000000         5550.3985930137
         150.0000000000         6164.2142048520
         160.0000000000         7047.5478792696
         170.0000000000         8291.4073177289
         180.0000000000         9959.5028997103
         190.0000000000        12000.5927446317
         200.0000000000        14178.9962319779
         210.0000000000        16108.7386279276
         220.0000000000        17400.8731323127
         230.0000000000        17806.3290753144
         240.0000000000        17269.1990633414
         250.0000000000        15916.0059343471
         260.0000000000        14018.8512427613
         270.0000000000        11833.9864000928
         280.0000000000         9592.7573264652
         290.0000000000         7412.7575350731
         300.0000000000         5399.7316581931
         310.0000000000         3620.6693245737
         320.0000000000         2144.3533798040
         330.0000000000         1040.3201872765
         340.0000000000          334.6724669333
         350.0000000000            2.3393202595
         360.0000000000            0.0000000000
