             angle (deg)             energy (J/mol)
           0.0000000000         3939.6623063615
          10.0000000000         4389.0612406679
          20.0000000000         6256.1250784151
          30.0000000000         9438.6378592785
          40.0000000000        13759.5411237297
          50.0000000000        18929.9563732178
          60.0000000000        24567.9757730255
          70.0000000000        30198.6647772937
          80.0000000000        35208.8615236003
          90.0000000000        38939.5471687660
         100.0000000000        40897.4007917025
         110.0000000000        40851.5438110945
         120.0000000000        39026.1571580588
         130.0000000000        36042.9959560655
         140.0000000000        32581.2953968238
         150.0000000000        29259.2976849825
         160.0000000000        26478.1056849961
         170.0000000000        24407.6049906717
         180.0000000000        23066.6860735514
         190.0000000000        22444.7786710584
         200.0000000000        22409.5995985770
         210.0000000000        22734.1796440778
         220.0000000000        23148.1317046153
         230.0000000000        23429.1809625566
         240.0000000000        23445.8135040710
         250.0000000000        23160.4873070197
         260.0000000000        22574.2656986440
         270.0000000000        21692.6254716352
         280.0000000000        20529.4476439510
         290.0000000000        19125.2095467217
         300.0000000000        17490.0954939476
         310.0000000000         8039.8660527028
         320.0000000000         6766.8924464703
         330.0000000000         5533.2251984277
         340.0000000000         3547.3207351087
         350.0000000000         1320.3612531887
         360.0000000000            0.0000000000
