             angle (deg)             energy (J/mol)
          -0.0000000000            0.0000000000
         -10.0000000000           15.6427282378
         -20.0000000000         1155.0256507237
         -30.0000000000         3737.5303234430
         -40.0000000000         7559.7120132531
         -50.0000000000        12362.8513386114
         -60.0000000000        17365.7281911177
         -70.0000000000        21749.6329501222
         -80.0000000000        24836.8899706060
         -90.0000000000        26086.1028032251
        -100.0000000000        25593.4251293662
        -110.0000000000        23916.8859397386
        -120.0000000000        21583.2130161912
        -130.0000000000        19031.2770383056
        -140.0000000000        16448.7697401141
        -150.0000000000        14052.3709994188
        -160.0000000000        12033.5847758767
        -170.0000000000        10466.5761894297
        -180.0000000000         9393.1458233209
        -190.0000000000         8826.7047307798
        -200.0000000000         8690.9296311195
        -210.0000000000         8927.6552004222
        -220.0000000000         9418.2666059548
        -230.0000000000         9987.7112702093
        -240.0000000000        10518.1147516416
        -250.0000000000        10896.5595521043
        -260.0000000000        11007.1849886392
        -270.0000000000        10739.6360511726
        -280.0000000000        10099.0718466907
        -290.0000000000         9090.6882395355
        -300.0000000000         7803.7180935286
        -310.0000000000         6292.2729605457
        -320.0000000000         4715.6182875485
        -330.0000000000         3192.9071347206
        -340.0000000000         1841.5334771387
        -350.0000000000          775.4098771713
        -360.0000000000           67.9741913793
