             angle (deg)             energy (J/mol)
           0.0000000000           32.9342701127
          10.0000000000          779.0304413932
          20.0000000000         2651.6865939469
          30.0000000000         5100.4771842388
          40.0000000000         7484.4861910941
          50.0000000000         8729.6583794793
          60.0000000000         8899.8879138614
          70.0000000000         8564.2230078808
          80.0000000000         7861.9936883189
          90.0000000000         7386.4447754235
         100.0000000000         7694.3555223529
         110.0000000000         8602.4082778462
         120.0000000000         9878.0283880057
         130.0000000000        11472.0139855561
         140.0000000000        12761.2236829875
         150.0000000000        12918.2285745988
         160.0000000000        11986.2050053368
         170.0000000000        10203.0941510672
         180.0000000000         7980.3590983678
         190.0000000000         5901.1259916314
         200.0000000000         4402.0154569776
         210.0000000000         3725.5055339549
         220.0000000000         3892.1512610230
         230.0000000000         4749.0409006939
         240.0000000000         6051.4699899520
         250.0000000000         7773.9790565322
         260.0000000000         9752.0148968616
         270.0000000000        11768.5983260361
         280.0000000000        13706.7738274451
         290.0000000000        15380.5798716712
         300.0000000000        16171.9107799578
         310.0000000000        15063.9550907838
         320.0000000000        11565.1772225899
         330.0000000000         7302.8016009362
         340.0000000000         3508.3845722149
         350.0000000000          977.8674222111
         360.0000000000            0.0000000000
