             angle (deg)             energy (J/mol)
           0.0000000000           67.4254618915
          10.0000000000          853.5998885146
          20.0000000000         3256.3313349073
          30.0000000000         6695.0430173899
          40.0000000000        10018.8418220406
          50.0000000000        12594.9954106087
          60.0000000000        13563.7812288885
          70.0000000000        12654.3527113928
          80.0000000000        10106.2840947921
          90.0000000000         6733.3831918504
         100.0000000000         3341.4395383435
         110.0000000000         1002.3134515028
         120.0000000000            0.0000000000
         130.0000000000          889.2226705555
         140.0000000000         3149.1663071549
         150.0000000000         6494.4915852371
         160.0000000000         9939.0922638576
         170.0000000000        12583.8344106921
         180.0000000000        13577.2605451386
         190.0000000000        12712.9669956649
         200.0000000000        10048.9090464811
         210.0000000000         6444.3340358224
         220.0000000000         3067.4423730643
         230.0000000000          716.9006128277
         240.0000000000          106.0544412671
         250.0000000000         1134.2684488236
         260.0000000000         3586.2805275497
         270.0000000000         6623.9182262183
         280.0000000000         9960.2196612030
         290.0000000000        12492.6009160926
         300.0000000000        13579.1141479868
         310.0000000000        12766.1911288694
         320.0000000000        10359.0435917040
         330.0000000000         6951.1158950054
         340.0000000000         3492.7917286931
         350.0000000000          987.0409188596
         360.0000000000          108.1128331771
