             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          864.3670634385
          20.0000000000         2634.6602274397
          30.0000000000         4949.9992854983
          40.0000000000         7374.4908747266
          50.0000000000         9547.5514699506
          60.0000000000        11270.4779910709
          70.0000000000        12534.1468258563
          80.0000000000        13435.6279553040
          90.0000000000        14077.3762600867
         100.0000000000        14541.2390731251
         110.0000000000        14880.3040012838
         120.0000000000        15112.0437462508
         130.0000000000        15237.5321376037
         140.0000000000        15263.3828090907
         150.0000000000        15216.8747046878
         160.0000000000        15140.1996068602
         170.0000000000        15078.7051491078
         180.0000000000        15068.6731141304
         190.0000000000        15117.0164430768
         200.0000000000        15196.6373517841
         210.0000000000        15259.1951369272
         220.0000000000        15264.6614275809
         230.0000000000        15179.3143036471
         240.0000000000        14986.6367455775
         250.0000000000        14681.5615385059
         260.0000000000        14260.7201662178
         270.0000000000        13692.6880208734
         280.0000000000        12896.7729898092
         290.0000000000        11775.6189127346
         300.0000000000        10223.7699625861
         310.0000000000         8201.4156845625
         320.0000000000         5825.7032572745
         330.0000000000         3418.8182701541
         340.0000000000         1410.1323444607
         350.0000000000          196.5764254674
         360.0000000000            6.8840606572
