             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000         3961.0680068828
          20.0000000000        11924.0856788089
          30.0000000000        21429.5897684534
          40.0000000000        29963.9424645393
          50.0000000000        35663.0835011819
          60.0000000000        37825.9466548958
          70.0000000000        32744.5122210730
          80.0000000000        28942.2895811399
          90.0000000000        23717.7286480421
         100.0000000000        18440.6104586657
         110.0000000000        14549.2153416645
         120.0000000000        12949.6768119859
         130.0000000000        13874.3253520859
         140.0000000000        16943.7158460384
         150.0000000000        21215.1258125288
         160.0000000000        25701.7217475299
         170.0000000000        29161.8233774028
         180.0000000000        30400.4029355179
         190.0000000000        29076.7099228732
         200.0000000000        25657.4059354570
         210.0000000000        21215.5931514862
         220.0000000000        16800.1010037306
         230.0000000000        13447.8260275919
         240.0000000000        11960.5722502721
         250.0000000000        12785.8219913023
         260.0000000000        16132.7724537728
         270.0000000000        21250.9192520465
         280.0000000000        26949.7058462256
         290.0000000000        31822.0480968866
         300.0000000000        34523.6900766584
         310.0000000000        34289.8420552146
         320.0000000000        31063.5543152006
         330.0000000000        25577.3623212655
         340.0000000000         9496.6272747750
         350.0000000000         2077.7759545022
         360.0000000000            2.2474278408
