             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000           47.0988420411
          20.0000000000          265.3303902665
          30.0000000000          728.7468682733
          40.0000000000         1500.1581090627
          50.0000000000         2660.4583890372
          60.0000000000         4273.9409484513
          70.0000000000         6402.2000141911
          80.0000000000         9077.1669152842
          90.0000000000        12260.5749915334
         100.0000000000        15839.7929245327
         110.0000000000        19590.6712891288
         120.0000000000        23172.9295508985
         130.0000000000        26208.6847660782
         140.0000000000        28361.7653074992
         150.0000000000        29380.0050410614
         160.0000000000        29176.7335910169
         170.0000000000        27808.7746508660
         180.0000000000        25502.3649177157
         190.0000000000        22578.1199325684
         200.0000000000        19388.7545970114
         210.0000000000        16245.4300271983
         220.0000000000        13360.7224443221
         230.0000000000        10833.9886396007
         240.0000000000         8664.3333176483
         250.0000000000         6818.3443672077
         260.0000000000         5259.1361407298
         270.0000000000         3965.2871851591
         280.0000000000         2914.5752693483
         290.0000000000         2090.7905572670
         300.0000000000         1488.6216627566
         310.0000000000         1047.7267225514
         320.0000000000          723.2070635056
         330.0000000000          470.8046346786
         340.0000000000          257.9947436336
         350.0000000000           93.5623129707
         360.0000000000           17.1733945860
