             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000           10.4232343487
          20.0000000000          772.5979667116
          30.0000000000         2391.9826499226
          40.0000000000         4870.2129702583
          50.0000000000         8092.5624603455
          60.0000000000        11798.0065499670
          70.0000000000        15739.0314908211
          80.0000000000        19656.5608335787
          90.0000000000        22665.7748706488
         100.0000000000        25048.5288887105
         110.0000000000        28254.1933272444
         120.0000000000        32121.2841920886
         130.0000000000        36273.1315205703
         140.0000000000        40175.1887925670
         150.0000000000        43080.4172824670
         160.0000000000        44411.3382960456
         170.0000000000        44297.6830327779
         180.0000000000        43101.8807436728
         190.0000000000        16258.1006893878
         200.0000000000        12480.8097961579
         210.0000000000         9369.9442809344
         220.0000000000         7084.1420962825
         230.0000000000         5633.1543485314
         240.0000000000         4894.8322823498
         250.0000000000         4713.8959596482
         260.0000000000         4902.4304790276
         270.0000000000         5266.4429068712
         280.0000000000         5595.6989675683
         290.0000000000         5692.8162073616
         300.0000000000         5427.3492912031
         310.0000000000         4770.4150951024
         320.0000000000         3807.0693126062
         330.0000000000         2671.9869587778
         340.0000000000         1533.0372438138
         350.0000000000          582.4041315083
         360.0000000000            6.5926301208
