             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          147.5767214834
          20.0000000000          601.9851095237
          30.0000000000         1249.4517531166
          40.0000000000         1994.6132464821
          50.0000000000         2707.5598564012
          60.0000000000         3206.5991165981
          70.0000000000         3306.7645615780
          80.0000000000         2901.7969614598
          90.0000000000         2064.4935505992
         100.0000000000         1166.8404000565
         110.0000000000          441.6300801518
         120.0000000000           78.7282387935
         130.0000000000           85.1449604932
         140.0000000000          457.4828483956
         150.0000000000         1070.2535112972
         160.0000000000         1821.3827657095
         170.0000000000         2615.5544649473
         180.0000000000         3210.0306448891
         190.0000000000         3318.2248684473
         200.0000000000         2816.7806505915
         210.0000000000         1899.2997251196
         220.0000000000          971.8366490878
         230.0000000000          301.0555667637
         240.0000000000           21.5527283017
         250.0000000000           98.8553206754
         260.0000000000          498.6795666399
         270.0000000000         1104.2721128758
         280.0000000000         1778.6212495321
         290.0000000000         2485.6342299892
         300.0000000000         3083.1087307002
         310.0000000000         3333.6523057349
         320.0000000000         2979.2387053468
         330.0000000000         2091.1082426735
         340.0000000000         1077.5629029107
         350.0000000000          324.3490015689
         360.0000000000           26.5070465246
