             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          463.0594099966
          20.0000000000         1642.9564208936
          30.0000000000         3204.2939276250
          40.0000000000         4735.8267600354
          50.0000000000         5881.7393007149
          60.0000000000         6380.3952378075
          70.0000000000         6206.3114697248
          80.0000000000         5507.7342203484
          90.0000000000         4589.2556049596
         100.0000000000         3808.5737240096
         110.0000000000         3400.6183050105
         120.0000000000         3459.7839443917
         130.0000000000         3970.0104593008
         140.0000000000         4771.7278451029
         150.0000000000         5634.1625405604
         160.0000000000         6265.9339459513
         170.0000000000         6422.9650925074
         180.0000000000         6017.1153243637
         190.0000000000         5043.1073869466
         200.0000000000         3624.4841759690
         210.0000000000         2028.5425810395
         220.0000000000          682.0733571885
         230.0000000000            8.7770460345
         240.0000000000          338.2273937559
         250.0000000000         1614.9502139098
         260.0000000000         3443.4795902468
         270.0000000000         5282.8995400392
         280.0000000000         6657.6322698255
         290.0000000000         7337.5395896288
         300.0000000000         7253.9226701610
         310.0000000000         6432.0414454945
         320.0000000000         5008.3378922904
         330.0000000000         3268.0673191818
         340.0000000000         1596.9287828833
         350.0000000000          407.8950324694
         360.0000000000           27.2710670373
