             angle (deg)             energy (J/mol)
           0.0000000000           61.7491312317
          10.0000000000          511.4473724909
          20.0000000000         1422.4853213929
          30.0000000000         2735.4479160215
          40.0000000000         4135.6059864878
          50.0000000000         5140.8389937016
          60.0000000000         5289.5788117092
          70.0000000000         4544.3543064165
          80.0000000000         3296.0262672949
          90.0000000000         1974.7303360420
         100.0000000000          876.1503068077
         110.0000000000          174.4040791851
         120.0000000000            0.0000000000
         130.0000000000          355.2012503734
         140.0000000000         1213.8631025115
         150.0000000000         2501.3032130972
         160.0000000000         3956.5810276174
         170.0000000000         5055.2266944001
         180.0000000000         5285.3727609425
         190.0000000000         4515.1114890183
         200.0000000000         3179.1101330639
         210.0000000000         1802.4030273700
         220.0000000000          720.0065791466
         230.0000000000          116.7691063014
         240.0000000000           20.4605204195
         250.0000000000          440.0941628594
         260.0000000000         1343.2608631504
         270.0000000000         2623.2104226081
         280.0000000000         4002.5036456246
         290.0000000000         5038.8567027813
         300.0000000000         5247.3423954722
         310.0000000000         4555.2343778343
         320.0000000000         3286.9919223089
         330.0000000000         1909.3685170047
         340.0000000000          785.2318721426
         350.0000000000          125.2389688177
         360.0000000000            5.6973347350
