             angle (deg)             energy (J/mol)
           0.0000000000           33.6772867740
          10.0000000000          889.2200450834
          20.0000000000         3228.1570958440
          30.0000000000         6985.3314092296
          40.0000000000        11947.4683805607
          50.0000000000        17364.4521982488
          60.0000000000        21690.9399009411
          70.0000000000        24150.0487058026
          80.0000000000        24826.5927602609
          90.0000000000        23784.2404359446
         100.0000000000        21135.6283023530
         110.0000000000        18700.7581122493
         120.0000000000        16795.2569565295
         130.0000000000        15658.8881077947
         140.0000000000        15334.0402613047
         150.0000000000        15731.6905933932
         160.0000000000        16736.0624366568
         170.0000000000        18233.5346594127
         180.0000000000        19939.2667818717
         190.0000000000        21446.3168281572
         200.0000000000        22284.4735264024
         210.0000000000        20882.3069485928
         220.0000000000        20640.1597221097
         230.0000000000        19530.8203943678
         240.0000000000        17904.9927345869
         250.0000000000        16031.2023661498
         260.0000000000        14198.9789115516
         270.0000000000        12673.3271989374
         280.0000000000        11633.0752745323
         290.0000000000        10936.2492335477
         300.0000000000        10576.8419324076
         310.0000000000        10367.3743027070
         320.0000000000         6347.8968006141
         330.0000000000         4406.6625918316
         340.0000000000         2124.1107759561
         350.0000000000          519.8594740242
         360.0000000000            0.0000000000
