             angle (deg)             energy (J/mol)
           0.0000000000            8.7297869399
          10.0000000000         1298.0024964477
          20.0000000000         4874.1275904886
          30.0000000000         9906.3181490350
          40.0000000000        15271.9445640257
          50.0000000000        19631.7944934083
          60.0000000000        21945.3167055265
          70.0000000000        21634.6623113073
          80.0000000000        18920.7566216991
          90.0000000000        14733.4466666159
         100.0000000000        10245.9029261900
         110.0000000000         6632.5141125890
         120.0000000000         4740.0328107274
         130.0000000000         5134.0573275007
         140.0000000000         7864.4564071100
         150.0000000000        12259.0548270736
         160.0000000000        17277.2882283747
         170.0000000000        21581.2753971914
         180.0000000000        23773.4890140025
         190.0000000000        23141.0927396122
         200.0000000000        19861.8329144010
         210.0000000000        15013.9655735232
         220.0000000000        10064.3994955467
         230.0000000000         6250.0312932153
         240.0000000000         4368.3539233346
         250.0000000000         4642.3537139366
         260.0000000000         6842.7930218223
         270.0000000000        10234.5030057759
         280.0000000000        13980.3299087862
         290.0000000000        16967.0250336761
         300.0000000000        18178.8139912957
         310.0000000000        17055.9717179057
         320.0000000000        13814.6319871428
         330.0000000000         9243.6367337818
         340.0000000000         4624.0434779951
         350.0000000000         1244.9385188318
         360.0000000000            0.0000000000
