             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          535.1766401407
          20.0000000000         3234.5843195813
          30.0000000000         7639.7845079361
          40.0000000000        12586.3811454856
          50.0000000000        16418.8836753374
          60.0000000000        18299.2010363468
          70.0000000000        18146.1553985884
          80.0000000000        16163.7507265810
          90.0000000000        13013.2086575730
         100.0000000000         9811.2986836809
         110.0000000000         7480.3641564791
         120.0000000000         6690.8133370759
         130.0000000000         7715.5669358499
         140.0000000000        10441.3792672096
         150.0000000000        14483.9349131575
         160.0000000000        19030.5445238311
         170.0000000000        22866.4707054084
         180.0000000000        24777.1440959226
         190.0000000000        24028.9895327322
         200.0000000000        15614.7166981793
         210.0000000000        11132.1167739387
         220.0000000000         6634.5593771386
         230.0000000000         3303.7347348452
         240.0000000000         2024.4520523135
         250.0000000000         3250.7363946286
         260.0000000000         6786.7543528352
         270.0000000000        11846.8250944364
         280.0000000000        17395.8242960497
         290.0000000000        13218.0580329111
         300.0000000000        14795.2666863403
         310.0000000000        14320.2271205528
         320.0000000000        11940.6919653040
         330.0000000000         8398.8742779061
         340.0000000000         4596.3024466029
         350.0000000000         1504.3615343573
         360.0000000000           10.3575969494
