             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          853.9438289406
          20.0000000000         2961.0544932596
          30.0000000000         5914.5843038063
          40.0000000000         9206.1314682521
          50.0000000000        12268.3359691226
          60.0000000000        14649.3387786432
          70.0000000000        16125.5392014469
          80.0000000000        16590.0557639015
          90.0000000000        16059.4579955941
         100.0000000000        15155.1754578736
         110.0000000000        14495.5895069018
         120.0000000000        14351.2894092142
         130.0000000000        14820.9440748783
         140.0000000000        15811.9547494791
         150.0000000000        17053.3934769993
         160.0000000000        18148.2059139329
         170.0000000000        18689.2347931544
         180.0000000000        18341.8155244454
         190.0000000000        17011.1701882721
         200.0000000000        14912.5320119414
         210.0000000000        12391.6924544514
         220.0000000000         9901.3008187356
         230.0000000000         7871.7132888339
         240.0000000000         6551.3546609681
         250.0000000000         6055.1299368522
         260.0000000000         6294.6227828428
         270.0000000000         7043.3969640139
         280.0000000000         7933.3363959128
         290.0000000000         8556.4462773098
         300.0000000000         8557.4570948109
         310.0000000000         7735.7202726020
         320.0000000000         6131.5792416920
         330.0000000000         4061.5091292680
         340.0000000000         1992.1321489387
         350.0000000000          475.0763228445
         360.0000000000            9.5673214920
