             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          388.0094964825
          20.0000000000         1822.8320416766
          30.0000000000         3964.2238576192
          40.0000000000         6258.3751318773
          50.0000000000         8096.6372361643
          60.0000000000         9006.8166465883
          70.0000000000         8868.0379750654
          80.0000000000         7906.7899670083
          90.0000000000         6531.5846471711
         100.0000000000         5201.6166898121
         110.0000000000         4284.2722903814
         120.0000000000         4010.4431571070
         130.0000000000         4489.2791958359
         140.0000000000         5688.3502321714
         150.0000000000         7463.5320768470
         160.0000000000         9541.6756011732
         170.0000000000        11610.2439275912
         180.0000000000        13397.9782871675
         190.0000000000        14816.8876776626
         200.0000000000        15969.9652074981
         210.0000000000        17029.6852132755
         220.0000000000        18157.7443549333
         230.0000000000        19444.9744255130
         240.0000000000        20871.6447935973
         250.0000000000        22252.1457466113
         260.0000000000        23304.0470138165
         270.0000000000        23670.3777579937
         280.0000000000        23007.7646057612
         290.0000000000        21138.0805191065
         300.0000000000        18138.0793610647
         310.0000000000        14321.2720693404
         320.0000000000        10184.2903209995
         330.0000000000         6268.0527243911
         340.0000000000         3055.4044562157
         350.0000000000          903.6025332849
         360.0000000000           17.0815020181
