             angle (deg)             energy (J/mol)
           0.0000000000            8.2887030018
          10.0000000000          848.0233268391
          20.0000000000         3324.7991201142
          30.0000000000         7029.0407308317
          40.0000000000        11372.2502419851
          50.0000000000        15726.3713306692
          60.0000000000        19476.3701528612
          70.0000000000        22058.1501875224
          80.0000000000        23665.7595037805
          90.0000000000        24458.5318116179
         100.0000000000        24777.8766103971
         110.0000000000        25001.2856442119
         120.0000000000        25404.9536220632
         130.0000000000        26141.8342886940
         140.0000000000        27208.8899412535
         150.0000000000        28482.8769904592
         160.0000000000        29729.7321242157
         170.0000000000        30630.1157946877
         180.0000000000        30918.6713565895
         190.0000000000        30459.6263358821
         200.0000000000        29296.2909780814
         210.0000000000        26428.3734668362
         220.0000000000        23412.0101935919
         230.0000000000        20496.1247997898
         240.0000000000        17950.3036111792
         250.0000000000        15846.4643197118
         260.0000000000        14233.4097167260
         270.0000000000        13121.0746936870
         280.0000000000        12428.7067514763
         290.0000000000        11837.4783149881
         300.0000000000        10978.5985462786
         310.0000000000         9600.0982241916
         320.0000000000         7678.6392802995
         330.0000000000         5399.7080287951
         340.0000000000         3153.3329753924
         350.0000000000         1480.0887881638
         360.0000000000            0.0000000000
