             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          757.5459762613
          20.0000000000         2798.6200680517
          30.0000000000         5474.0438062139
          40.0000000000         8016.1866696197
          50.0000000000         9714.4151134410
          60.0000000000        10144.5665082696
          70.0000000000         6509.0473563877
          80.0000000000         2750.1034561563
          90.0000000000         1353.5580734955
         100.0000000000         2867.9962763035
         110.0000000000         7330.2013176731
         120.0000000000        11581.0089867586
         130.0000000000        17917.9732059160
         140.0000000000        24793.0126169991
         150.0000000000        31154.6355309263
         160.0000000000        34688.5662167315
         170.0000000000        35656.1521815793
         180.0000000000        33536.7751818024
         190.0000000000        28677.9358769389
         200.0000000000        22048.2625551518
         210.0000000000        14949.2785081266
         220.0000000000         8758.9904639733
         230.0000000000         3096.0235644807
         240.0000000000          555.5295151597
         250.0000000000          898.7033505729
         260.0000000000         3286.9919223089
         270.0000000000         5544.8194058661
         280.0000000000         8509.1163914859
         290.0000000000        10505.2104198987
         300.0000000000        11127.3567427400
         310.0000000000        10352.8552886135
         320.0000000000         8546.8133184186
         330.0000000000         6273.2223337134
         340.0000000000         4319.9029489877
         350.0000000000         3490.8436078049
         360.0000000000         4181.2240464490
