             angle (deg)             energy (J/mol)
           0.0000000000            8.7796715066
          10.0000000000          745.4214177890
          20.0000000000         2765.7304312631
          30.0000000000         5672.2769219585
          40.0000000000         8758.7541690225
          50.0000000000        11183.7997386827
          60.0000000000        12202.0079662068
          70.0000000000        11362.0396730399
          80.0000000000         8918.3819348641
          90.0000000000         5690.6317915225
         100.0000000000         2658.0455545890
         110.0000000000          640.2333914909
         120.0000000000           18.7093119530
         130.0000000000          853.4502349637
         140.0000000000         2953.7792331565
         150.0000000000         5866.5324055456
         160.0000000000         8969.1827316574
         170.0000000000        11350.1094016665
         180.0000000000        12196.4182770215
         190.0000000000        11198.6626933515
         200.0000000000         8740.0763630330
         210.0000000000         5614.0275821130
         220.0000000000         2699.0401093927
         230.0000000000          663.9048981578
         240.0000000000            0.0000000000
         250.0000000000          779.0803259599
         260.0000000000         2901.1353354780
         270.0000000000         5842.8477712944
         280.0000000000         8961.1066940592
         290.0000000000        11359.3327827325
         300.0000000000        12231.6026006710
         310.0000000000        11289.3080760087
         320.0000000000         8846.4327367248
         330.0000000000         5686.1815692395
         340.0000000000         2735.3140154524
         350.0000000000          709.4389421912
         360.0000000000            2.1660373851
