             angle (deg)             energy (J/mol)
           0.0000000000            3.4052733462
          10.0000000000          120.2872760669
          20.0000000000          357.3725387774
          30.0000000000          681.7635482728
          40.0000000000         1130.6032510539
          50.0000000000         1750.1949626108
          60.0000000000         2575.5812296077
          70.0000000000         3520.6482821259
          80.0000000000         4263.8537779631
          90.0000000000         4917.7502706908
         100.0000000000         5585.3755022038
         110.0000000000         6013.6575411279
         120.0000000000         5881.9624682306
         130.0000000000         5218.0628210170
         140.0000000000         4176.8027046575
         150.0000000000         2927.2748121040
         160.0000000000         1687.7054404883
         170.0000000000          691.7798301938
         180.0000000000          112.0011984626
         190.0000000000           19.3394319712
         200.0000000000          270.0195329724
         210.0000000000          724.4147934284
         220.0000000000         1290.0524829277
         230.0000000000         1955.9868925040
         240.0000000000         2611.7186096260
         250.0000000000         3188.7956019940
         260.0000000000         3687.2782561376
         270.0000000000         4140.6968306773
         280.0000000000         4613.7567696130
         290.0000000000         5201.4880404110
         300.0000000000         5907.1567648293
         310.0000000000         4655.6938788973
         320.0000000000         2805.7246706779
         330.0000000000         1384.9931832982
         340.0000000000          498.3487536491
         350.0000000000           82.1256355742
         360.0000000000            0.0000000000
