             angle (deg)             energy (J/mol)
           0.0000000000           13.7549938047
          10.0000000000          433.3623812252
          20.0000000000         1504.7553593500
          30.0000000000         3318.6501995528
          40.0000000000         6100.2911598935
          50.0000000000         9821.4462407735
          60.0000000000        13656.4561228896
          70.0000000000        15952.5082589412
          80.0000000000        16448.3837916870
          90.0000000000        16342.2925933629
         100.0000000000        16417.4580289176
         110.0000000000        16894.4483410654
         120.0000000000        17794.5222025472
         130.0000000000        19073.1485100413
         140.0000000000        20606.2881484607
         150.0000000000        22179.0623325140
         160.0000000000        16337.5378131084
         170.0000000000        16414.5909830962
         180.0000000000        16116.1950476200
         190.0000000000        14565.4881897712
         200.0000000000        11507.0460302572
         210.0000000000         7796.2800524394
         220.0000000000         4512.8141766107
         230.0000000000         2171.2411239608
         240.0000000000          716.1917279006
         250.0000000000           48.7345284670
         260.0000000000          188.9729778454
         270.0000000000         1130.8211675508
         280.0000000000         2721.0207941974
         290.0000000000         4669.4042391541
         300.0000000000         6605.5029701992
         310.0000000000         8195.9388918712
         320.0000000000         4908.2092042929
         330.0000000000         2922.4202629399
         340.0000000000         1283.0607768700
         350.0000000000          274.5458947670
         360.0000000000            0.0000000000
