             angle (deg)             energy (J/mol)
           0.0000000000            0.0236293981
          10.0000000000          429.4556372620
          20.0000000000         1834.3002249621
          30.0000000000         3939.6097964719
          40.0000000000         6243.7826036697
          50.0000000000         8103.1195952633
          60.0000000000         8794.7471464341
          70.0000000000         8126.3395161037
          80.0000000000         6420.5128756047
          90.0000000000         4248.2661852362
         100.0000000000         2185.1799026029
         110.0000000000          661.8307531913
         120.0000000000           13.4163041737
         130.0000000000          380.4559334273
         140.0000000000         1755.6061177536
         150.0000000000         3891.5894040255
         160.0000000000         6224.4746775875
         170.0000000000         8075.3811893432
         180.0000000000         8764.8400775821
         190.0000000000         8054.1671503740
         200.0000000000         6292.7928093928
         210.0000000000         4083.2850250855
         220.0000000000         2040.2103023681
         230.0000000000          572.5611326110
         240.0000000000            2.0557662887
         250.0000000000          481.1569805346
         260.0000000000         1947.8110859215
         270.0000000000         4093.6216181089
         280.0000000000         6391.0416395973
         290.0000000000         8191.3337650185
         300.0000000000         8788.5430903617
         310.0000000000         8021.0359677650
         320.0000000000         6236.8775389372
         330.0000000000         4024.7600077600
         340.0000000000         1998.2810696493
         350.0000000000          564.1516565498
         360.0000000000            0.0000000000
