             angle (deg)             energy (J/mol)
           0.0000000000           22.8733547931
          10.0000000000           23.6321242869
          20.0000000000          678.4107849655
          30.0000000000         2052.4293788804
          40.0000000000         4134.2853599964
          50.0000000000         6919.9905942676
          60.0000000000        10324.6863006436
          70.0000000000        14303.4344234498
          80.0000000000        18807.3324025127
          90.0000000000        23810.8708810007
         100.0000000000        29236.3350633920
         110.0000000000        34922.4168636473
         120.0000000000        40566.2228651366
         130.0000000000        45884.4485058107
         140.0000000000        50478.2173449805
         150.0000000000        29275.9696091753
         160.0000000000        29554.9079651677
         170.0000000000        28900.7594245073
         180.0000000000        27555.9022574601
         190.0000000000        18951.2570536615
         200.0000000000        13929.9124350972
         210.0000000000         9946.9845163946
         220.0000000000         7008.0892420567
         230.0000000000         5068.4749665690
         240.0000000000         3977.4826319749
         250.0000000000         3583.3583462174
         260.0000000000         3724.3293102196
         270.0000000000         4210.1806844042
         280.0000000000         4809.4431505641
         290.0000000000         5257.7420004229
         300.0000000000         5303.7538853767
         310.0000000000         4824.3428622898
         320.0000000000         3891.3609855655
         330.0000000000         2706.2707360226
         340.0000000000         1517.3735116500
         350.0000000000          555.3982400626
         360.0000000000            0.0000000000
