             angle (deg)             energy (J/mol)
           0.0000000000           54.2979626328
          10.0000000000          600.8036346949
          20.0000000000         2173.3415238720
          30.0000000000         4513.8276195840
          40.0000000000         7063.4321534771
          50.0000000000         9095.6399324356
          60.0000000000         9910.5058214970
          70.0000000000         9152.7944388521
          80.0000000000         7072.5846460504
          90.0000000000         4426.3827212111
         100.0000000000         2076.4369495569
         110.0000000000          498.6848177334
         120.0000000000            0.0000000000
         130.0000000000          669.5155914928
         140.0000000000         2367.2740708845
         150.0000000000         4699.7681450752
         160.0000000000         7152.7752881714
         170.0000000000         9077.1695409055
         180.0000000000         9885.7368557053
         190.0000000000         9285.6289785770
         200.0000000000         7451.4967856197
         210.0000000000         4970.0554788875
         220.0000000000         2521.4828050179
         230.0000000000          759.7829020646
         240.0000000000           32.3435327729
         250.0000000000          510.6754754873
         260.0000000000         2131.5120601375
         270.0000000000         4544.5590953291
         280.0000000000         7145.7625780385
         290.0000000000         9165.9455676581
         300.0000000000         9892.6419204377
         310.0000000000         9041.7147908695
         320.0000000000         6979.2533770117
         330.0000000000         4439.2686746493
         340.0000000000         2141.8880355408
         350.0000000000          583.7693916222
         360.0000000000           16.5117686043
