             angle (deg)             energy (J/mol)
           0.0000000000            5.1512307193
          10.0000000000          137.1009770959
          20.0000000000          470.5788415415
          30.0000000000          709.2262767130
          40.0000000000          515.4460085743
          50.0000000000          465.1230529254
          60.0000000000         1073.7270475894
          70.0000000000         2226.6312943266
          80.0000000000         3592.7392571014
          90.0000000000         4782.2718524364
         100.0000000000         5492.7478671481
         110.0000000000         5547.6838262153
         120.0000000000         5010.4067861634
         130.0000000000         4114.9879359519
         140.0000000000         3178.2227139451
         150.0000000000         2475.9986453274
         160.0000000000         2206.6801208658
         170.0000000000         2442.1191952621
         180.0000000000         3118.7183852313
         190.0000000000         4057.5419989989
         200.0000000000         4967.2356920115
         210.0000000000         5542.3225554900
         220.0000000000         5547.2401166559
         230.0000000000         4904.0031533770
         240.0000000000         3745.4540819436
         250.0000000000         2383.4812814427
         260.0000000000         1206.1178779041
         270.0000000000          536.8674619282
         280.0000000000          470.3898056107
         290.0000000000          683.9190836204
         300.0000000000          484.7434133207
         310.0000000000          135.1502305864
         320.0000000000            0.0000000000
         330.0000000000           19.3499339341
         340.0000000000           42.7221336483
         350.0000000000           17.7588809816
         360.0000000000            2.7016392886
