             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          315.5141944767
          20.0000000000         1164.0127366896
          30.0000000000         2364.6669494121
          40.0000000000         3640.1872905873
          50.0000000000         4488.6306973639
          60.0000000000         4160.9656895447
          70.0000000000         3818.4981135118
          80.0000000000         3072.0658782217
          90.0000000000         2057.9376774607
         100.0000000000         1015.8715326619
         110.0000000000          278.0089290216
         120.0000000000           54.1378070442
         130.0000000000          450.0500581760
         140.0000000000         1417.8014294819
         150.0000000000         2716.7569824478
         160.0000000000         3894.3199238802
         170.0000000000         4544.8032667708
         180.0000000000         4118.8526717647
         190.0000000000         3774.8281743642
         200.0000000000         3050.5184009388
         210.0000000000         2093.1771365465
         220.0000000000         1107.8795497371
         230.0000000000          347.6109302612
         240.0000000000           28.3212669929
         250.0000000000          289.5480008744
         260.0000000000         1150.6646953873
         270.0000000000         2448.1893509145
         280.0000000000         3754.2153749217
         290.0000000000         4518.3749852299
         300.0000000000         4056.9985206045
         310.0000000000         3689.5388114135
         320.0000000000         2860.9153031499
         330.0000000000         1875.4391822981
         340.0000000000          934.2263635550
         350.0000000000          278.8727184438
         360.0000000000           52.1424271360
