             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          282.2832428089
          20.0000000000         1085.8174744767
          30.0000000000         2228.6424272912
          40.0000000000         3548.5941026547
          50.0000000000         4902.0261521465
          60.0000000000         6137.6310188905
          70.0000000000         7046.5948229007
          80.0000000000         7382.6955617260
          90.0000000000         6859.2916630661
         100.0000000000         5644.8325719722
         110.0000000000         4412.4623210228
         120.0000000000         3563.4386788695
         130.0000000000         3350.3583613634
         140.0000000000         3968.9313789283
         150.0000000000         5563.6704948791
         160.0000000000         8189.1204687625
         170.0000000000        11833.1961246353
         180.0000000000        16316.5653204074
         190.0000000000        21367.6752308382
         200.0000000000        26656.6816835122
         210.0000000000        31825.8865776800
         220.0000000000        36594.6108508457
         230.0000000000        40783.0917790186
         240.0000000000        44320.1205545771
         250.0000000000        47169.5702999136
         260.0000000000        49291.7513334353
         270.0000000000        50574.3132652350
         280.0000000000        50791.6967770199
         290.0000000000        23287.2490657693
         300.0000000000        16963.7247804821
         310.0000000000        11609.6558157235
         320.0000000000         7273.4038791922
         330.0000000000         3975.4636225940
         340.0000000000         1729.5191512411
         350.0000000000          474.6457409440
         360.0000000000           52.3865988016
