             angle (deg)             energy (J/mol)
           0.0000000000           30.0672242913
          10.0000000000          579.8390182609
          20.0000000000         2245.9864793541
          30.0000000000         4663.2211868585
          40.0000000000         7267.2208268966
          50.0000000000         9307.5519023241
          60.0000000000        10127.6294085598
          70.0000000000         9381.4098388971
          80.0000000000         7390.0548377569
          90.0000000000         4833.0805257952
         100.0000000000         2398.8378300883
         110.0000000000          671.2326682998
         120.0000000000            0.0000000000
         130.0000000000          611.2531240630
         140.0000000000         2351.2742745618
         150.0000000000         4803.5357758231
         160.0000000000         7382.2544777879
         170.0000000000         9351.0590604857
         180.0000000000        10107.6939882301
         190.0000000000         9402.7367742109
         200.0000000000         7513.9574271014
         210.0000000000         5013.7648004896
         220.0000000000         2564.0447832269
         230.0000000000          749.2677749987
         240.0000000000           27.4154695694
         250.0000000000          566.2861878967
         260.0000000000         2269.4742010343
         270.0000000000         4736.7903183672
         280.0000000000         7346.9231261341
         290.0000000000         9365.6489632212
         300.0000000000        10155.0317506196
         310.0000000000         9413.1127496142
         320.0000000000         7455.0254572736
         330.0000000000         4913.7700128374
         340.0000000000         2481.2286411049
         350.0000000000          700.6093861178
         360.0000000000           15.9656645885
