             angle (deg)             energy (J/mol)
           0.0000000000           31.7475443397
          10.0000000000          602.2791655322
          20.0000000000         2218.3163364546
          30.0000000000         4493.6979120807
          40.0000000000         6862.6628049020
          50.0000000000         8658.9274134497
          60.0000000000         9323.1998816553
          70.0000000000         8639.1994075047
          80.0000000000         6845.0772068694
          90.0000000000         4498.5340828655
         100.0000000000         2248.2207798345
         110.0000000000          636.6758392709
         120.0000000000           21.9728083138
         130.0000000000          482.1231645624
         140.0000000000         1950.8514148412
         150.0000000000         4111.5511567167
         160.0000000000         6458.0890296272
         170.0000000000         8359.0218155512
         180.0000000000         9203.5899845520
         190.0000000000         8660.0747568428
         200.0000000000         6924.2885374529
         210.0000000000         4532.6550790497
         220.0000000000         2245.2723434828
         230.0000000000          610.2002987099
         240.0000000000            0.0000000000
         250.0000000000          536.6652986369
         260.0000000000         2079.5061588188
         270.0000000000         4302.7059250037
         280.0000000000         6679.2952692236
         290.0000000000         8524.6646016837
         300.0000000000         9302.6789747808
         310.0000000000         8737.5585087310
         320.0000000000         7023.1884917509
         330.0000000000         4670.4308096370
         340.0000000000         2334.6207291214
         350.0000000000          639.3564746336
         360.0000000000           13.0618618594
