             angle (deg)             energy (J/mol)
           0.0000000000           15.8186366589
          10.0000000000         2022.7192223755
          20.0000000000         7240.9133183404
          30.0000000000        13533.0943864674
          40.0000000000        20074.4353910612
          50.0000000000        26667.0839139350
          60.0000000000        32412.1580704732
          70.0000000000        36163.8582164904
          80.0000000000        37138.0131820609
          90.0000000000        35468.9172844668
         100.0000000000        31957.0591759596
         110.0000000000        27886.3502950237
         120.0000000000        24380.3207961994
         130.0000000000        22351.8123466702
         140.0000000000        22221.3092506393
         150.0000000000        24071.7431723441
         160.0000000000        27394.9066060324
         170.0000000000        31258.0881017397
         180.0000000000        34377.0375309031
         190.0000000000        35637.9889734181
         200.0000000000        34586.7230771753
         210.0000000000        31495.2363763774
         220.0000000000        27150.0551147886
         230.0000000000        22688.3672969432
         240.0000000000        19379.7123754599
         250.0000000000        18474.1433428329
         260.0000000000        20557.9474449864
         270.0000000000        24647.3603868565
         280.0000000000        28558.8510797760
         290.0000000000        30722.9508441282
         300.0000000000        30433.0037672423
         310.0000000000        27700.5121641380
         320.0000000000        22803.7501392046
         330.0000000000        16144.7473585449
         340.0000000000         8721.6401029387
         350.0000000000         2567.4500564985
         360.0000000000            0.0000000000
