             angle (deg)             energy (J/mol)
           0.0000000000           36.7386196196
          10.0000000000          709.0713723671
          20.0000000000         2395.7869992803
          30.0000000000         4797.7701782167
          40.0000000000         7260.9642609346
          50.0000000000         8995.1095428052
          60.0000000000         9360.5686211439
          70.0000000000         8284.9538391214
          80.0000000000         6186.1108738781
          90.0000000000         3816.9306901066
         100.0000000000         1759.5732481719
         110.0000000000          439.1096003777
         120.0000000000           91.0943430862
         130.0000000000          834.1344326145
         140.0000000000         2592.2032691591
         150.0000000000         4983.9811301691
         160.0000000000         7392.4466682045
         170.0000000000         9033.4785977573
         180.0000000000         9370.7424331067
         190.0000000000         8263.9445892141
         200.0000000000         6186.8880218259
         210.0000000000         3810.2855499470
         220.0000000000         1780.2648125234
         230.0000000000          433.6800666318
         240.0000000000           39.2958564507
         250.0000000000          767.3443416853
         260.0000000000         2579.8634198858
         270.0000000000         5122.8280647127
         280.0000000000         7610.1452400731
         290.0000000000         9191.0742267083
         300.0000000000         9345.6636584739
         310.0000000000         8196.5059999622
         320.0000000000         6153.5047910604
         330.0000000000         3852.2620417604
         340.0000000000         1797.6377450779
         350.0000000000          442.6198937269
         360.0000000000            0.0000000000
