             angle (deg)             energy (J/mol)
           0.0000000000           28.2214978594
          10.0000000000          305.4926614624
          20.0000000000          827.1899853529
          30.0000000000         1474.7774018560
          40.0000000000         2124.0687678056
          50.0000000000         2670.8527428944
          60.0000000000         3056.6830745567
          70.0000000000         3257.3027697300
          80.0000000000         3289.7198164677
          90.0000000000         3214.2787035077
         100.0000000000         3108.4920632297
         110.0000000000         3088.5277622592
         120.0000000000         3285.8235746914
         130.0000000000         3821.2286332920
         140.0000000000         4771.6044464967
         150.0000000000         6159.7403530963
         160.0000000000         7955.8973162435
         170.0000000000        10065.6964924907
         180.0000000000        12368.9136176983
         190.0000000000        14694.1691887683
         200.0000000000        16834.0513422886
         210.0000000000        18586.8455497317
         220.0000000000        19782.9130142046
         230.0000000000        20282.7793067668
         240.0000000000        20016.1125371763
         250.0000000000        18987.9195335457
         260.0000000000        17287.6458253241
         270.0000000000        15074.9716882428
         280.0000000000        12543.0840273301
         290.0000000000         9905.1287976406
         300.0000000000         7351.8328108837
         310.0000000000         5032.2561959457
         320.0000000000         3082.1320446347
         330.0000000000         1582.4727804931
         340.0000000000          579.2587826603
         350.0000000000           70.3345155648
         360.0000000000            0.0000000000
