             angle (deg)             energy (J/mol)
           0.0000000000          101.4624419240
          10.0000000000         2083.5520539969
          20.0000000000         6973.5166597476
          30.0000000000        13577.3130550282
          40.0000000000        19456.1984373568
          50.0000000000        22855.3333350391
          60.0000000000        23675.1482912300
          70.0000000000        22647.1180686600
          80.0000000000        20795.4002776701
          90.0000000000        19150.0152694212
         100.0000000000        18403.6486716795
         110.0000000000        18617.1621965582
         120.0000000000        19616.6243552214
         130.0000000000        21288.2643619878
         140.0000000000        23163.2020738180
         150.0000000000        24587.3545876004
         160.0000000000        24921.2236515665
         170.0000000000        24035.2329713336
         180.0000000000        22126.7860047342
         190.0000000000        19686.3681334465
         200.0000000000        17329.0026991570
         210.0000000000        15776.1376804140
         220.0000000000        16008.6073143834
         230.0000000000        18729.1791480772
         240.0000000000        23705.1026191766
         250.0000000000        29781.8404198414
         260.0000000000        36058.4233932038
         270.0000000000        41234.2287940580
         280.0000000000        44113.6197396821
         290.0000000000        43988.6039383802
         300.0000000000        41140.3829271164
         310.0000000000        12382.4900774606
         320.0000000000        11408.2510960369
         330.0000000000         9756.4257366901
         340.0000000000         5237.5939144657
         350.0000000000         1181.3987966791
         360.0000000000            0.0000000000
