             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          232.7820684317
          20.0000000000         1600.0557532028
          30.0000000000         3850.9361643248
          40.0000000000         6530.9440251153
          50.0000000000         9042.5496996510
          60.0000000000        10778.9004015105
          70.0000000000        11370.2049775848
          80.0000000000        10776.9522806223
          90.0000000000         9329.8397707216
         100.0000000000         7522.2645087064
         110.0000000000         5861.6726053627
         120.0000000000         4742.2146011690
         130.0000000000         4397.6991353383
         140.0000000000         4886.0683639743
         150.0000000000         6106.0751361030
         160.0000000000         7845.6289477935
         170.0000000000         9854.9896268291
         180.0000000000        11918.0365270825
         190.0000000000        13901.4782716104
         200.0000000000        15802.6998624495
         210.0000000000        17651.3694482527
         220.0000000000        19513.1350273510
         230.0000000000        21351.7909566308
         240.0000000000        23021.0653881181
         250.0000000000        24299.2086036730
         260.0000000000        24932.8309865146
         270.0000000000        24669.2544302613
         280.0000000000        23362.0127997658
         290.0000000000        21007.8005907406
         300.0000000000        17778.4436414647
         310.0000000000        13977.5757594587
         320.0000000000         9970.8161786500
         330.0000000000         6205.8073737103
         340.0000000000         3111.5586471688
         350.0000000000         1001.8854949252
         360.0000000000           33.0471667559
