             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          843.4050724766
          20.0000000000         3236.0230935108
          30.0000000000         6611.7070264207
          40.0000000000        10326.9836129020
          50.0000000000        13390.4641066413
          60.0000000000        14654.2143319571
          70.0000000000        13637.7048028608
          80.0000000000        10875.7918483159
          90.0000000000         7234.5254772814
         100.0000000000         3649.4290501818
         110.0000000000         1037.2719820898
         120.0000000000           83.0813174898
         130.0000000000          957.5906869275
         140.0000000000         3466.5104750071
         150.0000000000         7060.8407850610
         160.0000000000        10752.4327375150
         170.0000000000        13533.1652749601
         180.0000000000        14554.5319789165
         190.0000000000        13522.8628135216
         200.0000000000        10782.3765634240
         210.0000000000         7178.5892027507
         220.0000000000         3678.1572696771
         230.0000000000         1136.4528647373
         240.0000000000           30.7183483847
         250.0000000000          669.2976749213
         260.0000000000         2842.0642142861
         270.0000000000         6184.5276973419
         280.0000000000        10017.0591076851
         290.0000000000        13289.5188880923
         300.0000000000        14647.4878014164
         310.0000000000        13510.1553942750
         320.0000000000        10461.6244966789
         330.0000000000         6678.8594362297
         340.0000000000         3220.2070823240
         350.0000000000          863.4717679034
         360.0000000000           52.0662877738
