             angle (deg)             energy (J/mol)
           0.0000000000           33.6011471879
          10.0000000000          787.5843200611
          20.0000000000         3510.9811915751
          30.0000000000         7628.9411934260
          40.0000000000        12346.3763270642
          50.0000000000        16969.1963220800
          60.0000000000        21028.3976372014
          70.0000000000        24343.9156152666
          80.0000000000        26865.3564122833
          90.0000000000        28504.0122643702
         100.0000000000        28698.0288273851
         110.0000000000        27528.3450110545
         120.0000000000        26706.1172203408
         130.0000000000        26628.3682930849
         140.0000000000        27222.7604570242
         150.0000000000        28205.3354003952
         160.0000000000        29258.9773741038
         170.0000000000        30039.5804899956
         180.0000000000        30327.2538840213
         190.0000000000        30152.6581434332
         200.0000000000        29638.1363107363
         210.0000000000        28987.1121148487
         220.0000000000        28431.1073843153
         230.0000000000        28092.5885600230
         240.0000000000        28008.9506366292
         250.0000000000        28091.4385911578
         260.0000000000        28135.7701562126
         270.0000000000        27817.8326253993
         280.0000000000        26776.8088039906
         290.0000000000        24753.7088841320
         300.0000000000        21686.2350051042
         310.0000000000        17704.2338879002
         320.0000000000        13160.5858410880
         330.0000000000         8552.4791471899
         340.0000000000         4419.3962660975
         350.0000000000         1364.0994554316
