             angle (deg)             energy (J/mol)
           0.0000000000           11.9827814869
          10.0000000000           74.3279010026
          20.0000000000          751.6832349936
          30.0000000000         2008.9274716630
          40.0000000000         3553.0206954650
          50.0000000000         4816.9494546739
          60.0000000000         5362.3261617968
          70.0000000000         5114.5813697121
          80.0000000000         4157.2742367555
          90.0000000000         2807.0452970947
         100.0000000000         1447.7793869759
         110.0000000000          465.7006629047
         120.0000000000           13.0907423509
         130.0000000000          170.4159448408
         140.0000000000          954.5057245345
         150.0000000000         2264.8375683672
         160.0000000000         3738.7223003095
         170.0000000000         4888.5783418600
         180.0000000000         5353.9613192089
         190.0000000000         4991.1382427596
         200.0000000000         4035.4667963781
         210.0000000000         2741.6047131485
         220.0000000000         1467.5073929209
         230.0000000000          532.3699809237
         240.0000000000           50.2573183989
         250.0000000000           98.2041967313
         260.0000000000          783.9007437629
         270.0000000000         2016.0662057996
         280.0000000000         3579.1916779799
         290.0000000000         4911.2731626106
         300.0000000000         5460.5461115099
         310.0000000000         5041.7263740747
         320.0000000000         3946.8824311776
         330.0000000000         2614.0500536185
         340.0000000000         1392.8460533807
         350.0000000000          493.6254794328
         360.0000000000            0.0000000000
