             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000         1356.1914497635
          20.0000000000         6336.9038325531
          30.0000000000        14541.4727425292
          40.0000000000        25126.7188999046
          50.0000000000        36564.7930489403
          60.0000000000        47324.1964884377
          70.0000000000        56388.0599960421
          80.0000000000        63063.3461268462
          90.0000000000        67434.9582955228
         100.0000000000        69391.4440330225
         120.0000000000        59920.4311350075
         130.0000000000        53835.5884161784
         140.0000000000        48561.6103247058
         150.0000000000        44471.6670318017
         160.0000000000        41751.7594495617
         170.0000000000        40216.6848179132
         180.0000000000        39900.6061408922
         190.0000000000        40610.5675577010
         200.0000000000        42564.2991457240
         210.0000000000        45792.1595600875
         220.0000000000        50419.5347975386
         230.0000000000        56417.8594193444
         240.0000000000        63571.9238278943
         250.0000000000        71187.6456296430
         260.0000000000        76336.0014293428
         270.0000000000        78271.8664909837
         280.0000000000        76955.7060374682
         290.0000000000        72201.0544435138
         300.0000000000        46143.1573851664
         310.0000000000        35171.1435925924
         320.0000000000        23840.7385673236
         330.0000000000        13424.1492698316
         340.0000000000         5647.6602352644
         350.0000000000         1136.9464585649
         360.0000000000          163.4189876897
