             angle (deg)             energy (J/mol)
           0.0000000000          124.3174182632
          10.0000000000         1166.5936029934
          20.0000000000         3497.8851982801
          30.0000000000         6936.4183467202
          40.0000000000        10551.0516472264
          50.0000000000        13413.7496648810
          60.0000000000        12754.9592403108
          70.0000000000        11431.9436067789
          80.0000000000         8925.7700914612
          90.0000000000         5615.6133839721
         100.0000000000         2734.8519274391
         110.0000000000          790.4434893170
         120.0000000000          418.9142553259
         130.0000000000         1231.0811305708
         140.0000000000         3726.6397498383
         150.0000000000         7003.2924536518
         160.0000000000        10565.1243264377
         180.0000000000        12712.4340191589
         190.0000000000        11536.3754891298
         200.0000000000         8827.9177117215
         210.0000000000         5597.2558889359
         220.0000000000         2514.5751148134
         230.0000000000          613.4953008104
         240.0000000000            0.0000000000
         250.0000000000         1068.3552748264
         260.0000000000         3373.2028355157
         270.0000000000         6837.0668065958
         280.0000000000        10451.9547805814
         290.0000000000        13400.9345999354
         300.0000000000        12515.6186731940
         310.0000000000        11355.9012542923
         320.0000000000         8681.8427760947
         330.0000000000         5383.5874595621
         340.0000000000         2472.1129055886
         350.0000000000          554.4031755433
         360.0000000000           86.8987942079
